responderid,respondername,password,email,phonenumber,respondertype,address
731,永發獸醫院,,,0226835698,Vet,新北市樹林區樹新路35號
732,五星獸醫院,,,0226833959,Vet,新北市樹林區保安街一段96號
733,山佳動物醫院,,,0226687542,Vet,新北市樹林區中山路3段77號
734,慈輝動物醫院,,,0226811198,Vet,新北市樹林區鎮前街144號
735,展鵬獸醫院,,,0226880439,Vet,新北市樹林區中正路757號
736,馥御動物醫院,,,0226811324,Vet,新北市樹林區中山路1段201號
737,家德動物醫院,,,0226811860,Vet,新北市樹林區文化街100號
738,愛欣動物醫院,,,0226875556,Vet,新北市樹林區樹德街5號
739,狄強生生技動物醫院,,,0286871447,Vet,新北市樹林區樹德街136巷16號1樓
740,昇昇動物醫院,,,0289702975,Vet,新北市樹林區大雅路370號
741,藍世界動物醫院-樹林分院,,,0226765787,Vet,新北市樹林區中正路506號
742,威爾頓動物醫院,,,0226800378,Vet,新北市樹林區大有路35號1樓
743,愛友家畜醫院,,,0222013218,Vet,新北市新莊區中正路427之2號
744,多多動物醫院,,,0229044415,Vet,新北市新莊區中正路783號
745,新泰動物醫院,,,0222769427,Vet,新北市新莊區新泰路402號
746,宏明動物醫院,,,0229988577,Vet,新北市新莊區中港路398號
747,丘原動物醫院,,,0229934631,Vet,新北市新莊區公園路160號
748,杏福動物醫院,,,0222779099,Vet,新北市新莊區幸福路73號
749,山盟動物醫院,,,0222775160,Vet,新北市新莊區復興路2段90號
750,永吉家畜醫院,,,0229944940,Vet,新北市新莊區新泰路158號
751,佳護動物醫院,,,0289917815,Vet,新北市新莊區福壽街212號
752,牧平動物醫院,,,0289927273,Vet,新北市新莊區公園路122號
753,全祐獸醫院,,,0229016220,Vet,新北市新莊區壽山路4號
754,恆揚獸醫院,,,0229931610,Vet,新北市新莊區幸福路904號
755,聖安動物醫院,,,0222776711,Vet,新北市新莊區中港路256號1樓
756,杰輝動物醫院,,,0222012881,Vet,新北市新莊區西盛街159號
757,榮星獸醫院,,,0222058674,Vet,新北市新莊區南港里四維路4號1樓
758,護生動物醫院,,,0229972812,Vet,新北市新莊區中和街93號
759,銘德動物醫院,,,0222043333,Vet,新北市新莊區後港一路14號
760,快樂動物醫院,,,0229088772,Vet,新北市新莊區福營路242號1樓
761,同心動物醫院,,,0289924900,Vet,新北市新莊區新泰路474號1樓
762,建安動物醫院,,,0282016943,Vet,新北市新莊區建安街105號
763,新莊太僕動物醫院,,,0229089070,Vet,新北市新莊區中正路853號
764,守護動物醫院,,,0229047859,Vet,新北市新莊區中正路891-32號
765,魏大夫動物醫院,,,0229920578,Vet,新北市新莊區中原東路57號1樓
766,舍享動物醫院,,,0229685116,Vet,新北市板橋區林園街22號1樓
767,板橋動物醫院,,,0222523218,Vet,新北市板橋區文化路2段522號
768,富安家畜醫院,,,0222513076,Vet,新北市板橋區文化路2段335號
769,後埔獸醫院,,,0229678864,Vet,新北市板橋區館前西路156之1號
770,牧村動物醫院,,,0289511172,Vet,新北市板橋區民生路2段50號
771,金妞妞動物醫院,,,0229698780,Vet,新北市板橋區民權路232號
772,佳安動物醫院,,,0229511301,Vet,新北市板橋區四川路1段234號
773,維安動物醫院,,,0222563107,Vet,新北市板橋區四維路174之3號
774,祐康動物醫院,,,0222581755,Vet,新北市板橋區文化路1段140號
775,台大動物醫院,,,0222580809,Vet,新北市板橋區文化路2段11號
776,台安動物醫院,,,0229622560,Vet,新北市板橋區三民路2段204-2號
777,中信動物醫院,,,0229573534,Vet,新北市板橋區信義路188號
778,尚德動物醫院,,,0229650238,Vet,新北市板橋區南雅西路2段9號
779,嘉棋動物醫院,,,0289662551,Vet,新北市板橋區四川路2段115號
780,聖博獸醫院,,,0229571352,Vet,新北市板橋區重慶路299號1樓
781,隆安動物醫院,,,0289533055,Vet,新北市板橋區忠孝路79號
782,板新動物醫院,,,0229695866,Vet,新北市板橋區中正路332之11號1樓
783,躍生動物醫院,,,0289681075,Vet,新北市板橋區民權路258之2號1樓
784,雙十動物醫院,,,0222502000,Vet,新北市板橋區雙十路2段4號1樓
785,五洲獸醫院,,,0229687110,Vet,新北市板橋區民權路250號
786,亞麥動物醫院,,,0222724481,Vet,新北市板橋區國光路77號1樓
787,邁德氏賽鴿專科醫院,,,0289512330,Vet,新北市板橋區海山路11號1樓
788,台大文仁動物醫院,,,0226833122,Vet,新北市板橋區篤行路3段64號1樓
789,紐約紐約動物醫院,,,0222501636,Vet,新北市板橋區文化路二段139號
790,沐愛動物醫院,,,0229602233,Vet,新北市板橋區國光路166號
791,吉恩動物醫院,,,0222579596,Vet,新北市板橋區華江一路596號
792,新橋動物醫院,,,0282526333,Vet,新北市板橋區四維路226號
793,曙光動物醫院,,,0229529000,Vet,新北市板橋區中山路一段309號
794,展翔動物醫院,,,0289650318,Vet,新北市板橋區南雅西路二段97號1樓
795,亞東動物醫院,,,0222218515,Vet,新北市中和區中正路639號
796,康寶動物醫院,,,0222455686,Vet,新北市中和區中興街130號
797,長榮動物醫院,,,0229414760,Vet,新北市中和區景平路380號
798,協和獸醫院,,,0229401781,Vet,新北市中和區景平路167號
799,王朋動物醫院,,,0222480624,Vet,新北市中和區連城路72號
800,寵愛家畜醫院,,,0222214527,Vet,新北市中和區連城路409號
801,景新動物醫院,,,0229475505,Vet,新北市中和區景新街473號
802,名星動物醫院,,,0222451691,Vet,新北市中和區景平路591號
803,員山動物醫院,,,0222234519,Vet,新北市中和區中山路2段577號
804,和生動物醫院,,,0222432166,Vet,新北市中和區連城路273號
805,承大動物醫院,,,0222239440,Vet,新北市中和區連城路563之1號
806,近易動物醫院,,,0282287360,Vet,新北市中和區連城路428巷6弄9號
807,五信動物醫院,,,0222218798,Vet,新北市中和區連城路358號1樓
808,左岸動物醫院,,,0282453639,Vet,新北市中和區福祥路129號
809,福林動物醫院,,,0222442478,Vet,新北市中和區中安街230號1及2樓
810,中日動物醫院,,,0222263639,Vet,新北市中和區中山路3段2號1樓
811,明佳動物醫院,,,0229433709,Vet,新北市中和區宜安路125號
812,真正動物醫院,,,0229489666,Vet,新北市中和區安平路200-1號
813,來來動物醫院,,,0289539739,Vet,新北市中和區德光路29號
814,全國動物醫院-環球分院,,,0277312991,Vet,新北市中和區中山路三段122號
815,上品動物醫院,,,0222455852,Vet,新北市中和區中山路二段167號
816,杏運草動物醫院,,,0222436963,Vet,新北市中和區景平路489號
817,南勢角動物醫院,,,0286689920,Vet,新北市中和區捷運路20號1樓
818,依努動物醫院,,,0229436696,Vet,新北市中和區安平路56號1樓
819,先鋒家畜診所,,,0222660150,Vet,新北市土城區立德路26號
820,弘恩動物醫院,,,0222708397,Vet,新北市土城區延平街80號
821,山群動物醫院,,,0222611148,Vet,新北市土城區金城路3段135號
822,王動物醫院,,,0222675407,Vet,新北市土城區中央路3段141之7號
823,佳生動物醫院,,,0222700825,Vet,新北市土城區學府路一段60號
824,福德獸醫院,,,0222739256,Vet,新北市土城區中央路一段228號1樓
825,大慶動物醫院,,,0222661075,Vet,新北市土城區中華路1段22號
826,全家動物醫院,,,0222661143,Vet,新北市土城區中央路1段63號
827,慈濟動物醫院,,,0222612260,Vet,新北市土城區學成路100號1樓
828,可麗兒動物醫院,,,0222606861,Vet,新北市土城區中央路二段20之1號1樓
829,安星動物醫院,,,0282621687,Vet,新北市土城區中央路二段8號
830,大曜動物醫院,,,0282602323,Vet,新北市土城區學成路46號
831,永和獸醫院,,,0229284079,Vet,新北市永和區永和路2段336號
832,吉利動物醫院,,,0229280986,Vet,新北市永和區永貞路108號
833,中盟動物醫院,,,0229410466,Vet,新北市永和區中正路113號
834,皮皮動物醫院,,,0229201952,Vet,新北市永和區中山路1段259號
835,慶生動物醫院,,,0229425141,Vet,新北市永和區得和路261號
836,中山家畜醫院,,,0229241658,Vet,新北市永和區中山路1段29號
837,金華動物醫院,,,0229212141,Vet,新北市永和區永和路2段342號1樓
838,延吉動物醫院,,,0229201883,Vet,新北市永和區永貞路82號
839,泰安動物醫院,,,0286608932,Vet,新北市永和區永貞路83號1樓
840,仁心動物醫院,,,0222408865,Vet,新北市永和區南華路60號
841,竹林動物醫院,,,0289267681,Vet,新北市永和區竹林路133-2號1樓
842,同安動物醫院,,,0232334027,Vet,新北市永和區中山路1段233號1樓
843,成蹊動物醫院,,,0286608594,Vet,新北市永和區中正路474號
844,同伴動物醫院,,,0229295098,Vet,新北市永和區福和路316-1號
845,晶華動物醫院,,,0222124664,Vet,新北市永和區中正路185號2樓
846,樂活動物醫院,,,0229225805,Vet,新北市永和區中興街107號1樓
847,雙和動物醫院,,,0229466633,Vet,新北市永和區中正路196號
848,全國動物醫院-永和分院,,,0289231148,Vet,新北市永和區永貞路175號
849,慈恩動物醫院,,,0232335195,Vet,新北市永和區永利路142號
850,豆皮動物醫院,,,0282317050,Vet,新北市永和區中正路279號
851,小野菊動物醫院,,,0226732730,Vet,新北市三峽區學府路32號
852,林動物診所,,,0226712389,Vet,新北市三峽區秀川街4號
853,長明動物醫院,,,0226725400,Vet,新北市三峽區復興路83號
854,淯生動物醫院,,,0226739191,Vet,新北市三峽區復興路36之1號
855,北大奇緣動物醫院,,,0226716119,Vet,新北市三峽區民生街2-2號
856,伯特利動物醫院,,,0286723030,Vet,新北市三峽區大義路191號
857,強生動物醫院,,,0222192055,Vet,新北市新店區中正路392號
858,誠恩動物醫院,,,0229101354,Vet,新北市新店區民族路32號
859,永康動物醫院,,,0229127025,Vet,新北市新店區北新路1段171號
860,弘安獸醫院,,,0229119199,Vet,新北市新店區北新路3段146號
861,來安動物醫院,,,0222118890,Vet,新北市新店區安康路2段115之1號
862,康和動物醫院,,,0229181850,Vet,新北市新店區中正路429號
863,高登動物醫院,,,0229130397,Vet,新北市新店區三民路106號
864,新店獸醫院,,,0229111193,Vet,新北市新店區環河路15號
865,安康動物醫院,,,0222119881,Vet,新北市新店區安成街42-1號
866,耕莘動物醫院,,,0229100995,Vet,新北市新店區光明街157號1樓
867,惠安犬貓醫院,,,0229142518,Vet,新北市新店區北新路2段94號1樓
868,中友犬貓專科醫院,,,0229153597,Vet,新北市新店區中正路19號
869,康爾維動物醫院,,,0286669595,Vet,新北市新店區安康路二段308號
870,剛果動物醫院,,,0286655702,Vet,新北市新店區中興路三段259號
871,愛達司動物醫院,,,0289147888,Vet,新北市新店區中興路一段261號
872,明匯動物醫院,,,0282151631,Vet,新北市新店區安祥路104-7號
873,原典動物醫院,,,0222181855,Vet,新北市新店區中央五街12號
874,深坑動物醫院,,,0226643865,Vet,新北市深坑區北深路2段82號
875,愛馨動物醫院,,,0224978928,Vet,新北市瑞芳區一坑路32-3號1樓
876,惠明獸醫院,,,0226416977,Vet,新北市汐止區大同路2段434號
877,國泰動物醫院,,,0226480866,Vet,新北市汐止區大同路2段284號
878,范獸醫院,,,0226413276,Vet,新北市汐止區大同路2段518號
879,宏昕動物醫院,,,0226923288,Vet,新北市汐止區明峰街129之1號
880,嘉德動物醫院,,,0226934809,Vet,新北市汐止區福德一路206巷1號
881,貝斯特動物醫院,,,0286923655,Vet,新北市汐止區新台五路2段28號
882,尚虹動物醫院,,,0286934743,Vet,新北市汐止區康寧街455號1樓
883,眾新動物醫院,,,0226431960,Vet,新北市汐止區新興路8號
884,新北動物醫院,,,0226487669,Vet,新北市汐止區大同路2段456號1樓
885,智遇動物醫院,,,0226955119,Vet,新北市汐止區明峰街39號
886,寵愛一生動物醫院,,,0226415589,Vet,新北市汐止區忠孝東路266號1樓
887,猩猩狐狸動物醫院,,,0286462773,Vet,新北市汐止區仁愛路319號
888,臺北市松山區公所,,,0287878787,DistOﬀice,臺北市松山區八德路4段692號8樓
889,臺北市信義區公所,,,0227239777,DistOﬀice,臺北市信義區信義路5段15號6樓
890,臺北巿大安區公所,,,0223511711,DistOﬀice,臺北市大安區新生南路2段86號9樓
891,臺北市中山區公所,,,0225031369,DistOﬀice,臺北市中山區松江路367號6樓
892,臺北市中正區公所,,,0223416721,DistOﬀice,臺北市中正區忠孝東路1段108號8樓
893,臺北市大同區公所,,,0225975323,DistOﬀice,臺北市大同區昌吉街57號4樓
894,臺北市萬華區公所,,,0223064468,DistOﬀice,臺北市萬華區和平西路3段120號11樓
895,臺北市文山區公所,,,0229365522,DistOﬀice,臺北市文山區木柵路3段220號8樓
896,臺北市南港區公所,,,0227831343,DistOﬀice,臺北市南港區南港路1段360號8樓
897,臺北市內湖區公所,,,0227925828,DistOﬀice,臺北市內湖區民權東路6段99號4樓
898,臺北市士林區公所,,,0228826200,DistOﬀice,臺北市士林區中正路439號8樓
899,臺北市北投區公所,,,0228912105,DistOﬀice,臺北市北投區新市街30號4樓
900,新北市板橋區公所,,,0229686911,DistOﬀice,新北市板橋區府中路30號
901,新北市三重區公所,,,0229862345,DistOﬀice,新北市三重區新北大道一段11號
902,新北市中和區公所,,,0222482688,DistOﬀice,新北市中和區景平路634-2號
903,新北市永和區公所,,,0229282828,DistOﬀice,新北市永和區竹林路200號
904,新北市新莊區公所,,,0229929891,DistOﬀice,新北市新莊區中正路176號
905,新北市新店區公所,,,0229112281,DistOﬀice,新北市新店區北新路二段128號5樓
906,新北市土城區公所,,,0222732000,DistOﬀice,新北市土城區金城路一段101號
907,新北市蘆洲區公所,,,0222811484,DistOﬀice,新北市蘆洲區三民路95號
908,新北市汐止區公所,,,0226411111,DistOﬀice,新北市汐止區新台五路一段268號
909,新北市樹林區公所,,,0226812106,DistOﬀice,新北市樹林區鎮前街93號
910,新北市鶯歌區公所,,,0226780202,DistOﬀice,新北市鶯歌區仁愛路55號
911,新北市三峽區公所,,,0226711017,DistOﬀice,新北市三峽區中山路17號
912,新北市淡水區公所,,,0226221020,DistOﬀice,新北市淡水區中山北路2段375號
913,新北市瑞芳區公所,,,0224972250,DistOﬀice,新北市瑞芳區逢甲路82號
914,新北市五股區公所,,,0222916051,DistOﬀice,新北市五股區中興路四段50號
915,新北市泰山區公所,,,0229099551,DistOﬀice,新北市泰山區明志路一段322號
916,新北市林口區公所,,,0226033111,DistOﬀice,新北市林口區仁愛路一段378號
917,新北市八里區公所,,,0226102621,DistOﬀice,新北市八里區八里大道18號
918,新北市深坑區公所,,,0226623116,DistOﬀice,新北市深坑區深坑街10號
919,新北市石碇區公所,,,0226631080,DistOﬀice,新北市石碇區潭邊里碇坪路1段37號
920,新北市坪林區公所,,,0226657251,DistOﬀice,新北市坪林區坪林里坪林街101號
921,新北市三芝區公所,,,0226362111,DistOﬀice,新北市三芝區中山路一段32號
922,新北市石門區公所,,,0226381721,DistOﬀice,新北市石門區尖鹿里中山路66號
923,新北市金山區公所,,,0224985965,DistOﬀice,新北市金山區金美里中正路11號
924,新北市萬里區公所,,,0224922064,DistOﬀice,新北市萬里區瑪鋉路123號
925,新北市平溪區公所,,,0224951510,DistOﬀice,新北市平溪區平溪里平溪街45號
926,新北市雙溪區公所,,,0224931111,DistOﬀice,新北市雙溪區共和里東榮街25號
927,新北市貢寮區公所,,,0224941601,DistOﬀice,新北市貢寮區貢寮里朝陽街54號
928,新北市烏來區公所,,,0226616442,DistOﬀice,新北市烏來區新烏路五段111號
929,中華民國保護動物協會,,,0227040809,AnimalProtGroup,台北市大安區信義路四段263號3樓之6
930,中華民國關懷生命協會,,,0225420959,AnimalProtGroup,台北市中山區民生東路2段120號3樓
931,社團法人高雄市關懷流浪動物協會,,,075226699,AnimalProtGroup,高雄市鼓山區中華一路369號
932,社團法人台灣動物協會,,,0286014196,AnimalProtGroup,新北市林口區頂福里五鄰頂福20-18號
933,照生會貓狗119,,,0939119995,AnimalProtGroup,新北市鶯歌區鶯桃路39-6號
934,動物緊急救援協會,,,0900776658,AnimalProtGroup,新北市三芝區北11鄉道
935,台灣愛貓協會,,,0985128641,AnimalProtGroup,台北市大安區信義路四段214號4樓之1
936,社團法人台灣防止虐待動物協會,,,0227382130,AnimalProtGroup,台北市大安區和平東路三段346巷2-1號1樓
937,臺北市動物保護處,,,0287897158,AnimalProtGroup,臺北市信義區吳興街600巷109號
938,臺北市動物之家,,,0287913254,AnimalProtGroup,臺北市內湖區安美街191號
939,新北市政府動物保護防疫處,,,0229596353,AnimalProtGroup,新北市板橋區四川路一段157巷2號
